LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
llama3.1,medium,subjectivity_score_nn,10,78,heldout_refit_on_rule_activations,0.8478043066367444,0.07740274427600267,0.7850910663794127,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,1,94,heldout_refit_on_rule_activations,0.929617983438524,35.13094657950797,0.17874911252749245,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,3,94,heldout_refit_on_rule_activations,0.9277303038837826,34.71871924320986,0.1787480783660784,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,10,94,heldout_refit_on_rule_activations,0.9471628709167794,29.855092278414453,0.5081361937234896,1.0,1.0
llama3.1,hard,oversimplification,1,86,heldout_refit_on_rule_activations,0.12956878018514517,0.39629706858364777,0.35654439142919414,-0.03864983095971219,0.024226110363391656
llama3.1,hard,oversimplification,3,86,heldout_refit_on_rule_activations,0.2066604441518124,0.40969377491914005,0.45049175751643067,-0.03864983095971219,0.024226110363391656
llama3.1,hard,oversimplification,10,86,heldout_refit_on_rule_activations,0.22489699255001017,0.3995517693957756,0.44342559724317426,0.09510153476084597,0.12154696132596685
gpt-4o,hard,explanation_length,1,79,heldout_refit_on_rule_activations,0.972141845483448,70.90143256033026,0.42529512705689526,1.0,1.0
gpt-4o,hard,explanation_length,3,79,heldout_refit_on_rule_activations,0.9775757765354374,59.37373176375512,0.7352238955682591,1.0,1.0
gpt-4o,hard,explanation_length,10,79,heldout_refit_on_rule_activations,0.984298616732383,42.12097772188101,0.8607545336636274,1.0,1.0
gpt-4o-mini,easy,explanation_length,1,20,heldout_refit_on_rule_activations,0.9845327385940003,42.07728596209532,0.5090380074288026,1.0,1.0
gpt-4o-mini,easy,explanation_length,3,20,heldout_refit_on_rule_activations,0.9845038966157017,42.217111243775584,0.41836602120250616,1.0,1.0
gpt-4o-mini,easy,explanation_length,10,20,heldout_refit_on_rule_activations,0.9847223240898235,40.73848969554959,0.41849400765882144,1.0,1.0
gpt-3.5-turbo,hard,explanation_length,1,42,heldout_refit_on_rule_activations,0.8944339212212802,43.30411968221565,0.19737512536050342,1.0,1.0
gpt-3.5-turbo,hard,explanation_length,3,42,heldout_refit_on_rule_activations,0.9008564107842375,42.94978914644623,0.1973754896208695,1.0,1.0
gpt-3.5-turbo,hard,explanation_length,10,42,heldout_refit_on_rule_activations,0.9240635580093755,34.90911275538404,0.5833338970992388,1.0,1.0
llama3.1,hard,information_overload,1,151,heldout_refit_on_rule_activations,0.6006655954127972,0.4253340780407454,0.7537817696113572,0.9205240351172904,0.9427910562837317
llama3.1,hard,information_overload,3,151,heldout_refit_on_rule_activations,0.6196374176904553,0.39310207022560556,0.7708761089321495,1.0,1.0
llama3.1,hard,information_overload,10,151,heldout_refit_on_rule_activations,0.6587092353669146,0.3929313988165275,0.7945423558278332,1.0,1.0
llama3.1:70b,hard,gunning_fog,1,109,heldout_refit_on_rule_activations,0.04225862667648239,6.153872654363392,0.1877790325313221,0.031206068024254515,0.05783582089552239
llama3.1:70b,hard,gunning_fog,3,109,heldout_refit_on_rule_activations,0.7280565727560425,2.9976493492907728,0.8258459310937588,0.9986908536295316,0.9995138551288284
llama3.1:70b,hard,gunning_fog,10,109,heldout_refit_on_rule_activations,0.7624250554875982,2.7920745011286128,0.8357544797895684,0.9986908536295316,0.9995138551288284
gpt-4o,easy,information_overload,1,38,heldout_refit_on_rule_activations,0.7468254317063023,0.011682999067107932,0.898641936435832,1.0,1.0
gpt-4o,easy,information_overload,3,38,heldout_refit_on_rule_activations,0.7609865611736901,0.01309046464427714,0.8984432285843128,1.0,1.0
gpt-4o,easy,information_overload,10,38,heldout_refit_on_rule_activations,0.7763773537943192,0.013004452516486463,0.25980952506746824,1.0,1.0
gpt-4o,medium,explanation_length,1,25,heldout_refit_on_rule_activations,0.9843609716512519,42.110670044299,0.425301260595846,1.0,1.0
gpt-4o,medium,explanation_length,3,25,heldout_refit_on_rule_activations,0.9844451634689662,41.77945730496238,0.42522671996423955,1.0,1.0
gpt-4o,medium,explanation_length,10,25,heldout_refit_on_rule_activations,0.9862394101497927,35.81222812874519,0.6886729360662368,1.0,1.0
llama3.1:70b,hard,explanation_length,1,22,heldout_refit_on_rule_activations,0.8877518977531136,106.51369020522912,0.28336754506327005,1.0,1.0
llama3.1:70b,hard,explanation_length,3,22,heldout_refit_on_rule_activations,0.9300305947554277,69.31105474668625,0.7734525799794646,1.0,1.0
llama3.1:70b,hard,explanation_length,10,22,heldout_refit_on_rule_activations,0.9479098812287706,53.18499417864614,0.8603393194772011,1.0,1.0
gpt-3.5-turbo,hard,subjectivity_score_nn,1,22,heldout_refit_on_rule_activations,0.5730237662523118,0.19160110205336306,0.6676948712506136,0.9792396271685919,0.9944769330734243
gpt-3.5-turbo,hard,subjectivity_score_nn,3,22,heldout_refit_on_rule_activations,0.5862773635439504,0.1865931635000459,0.672379715866433,1.0,1.0
gpt-3.5-turbo,hard,subjectivity_score_nn,10,22,heldout_refit_on_rule_activations,0.5965314353515989,0.18395743875382553,0.594950819555299,1.0,1.0
gpt-4o-mini,medium,framing_effect,1,35,heldout_refit_on_rule_activations,0.7420558448435632,0.1979579675141024,0.9106427195374032,1.0,1.0
gpt-4o-mini,medium,framing_effect,3,35,heldout_refit_on_rule_activations,0.7644243752883365,0.17882896330413692,0.9124137280760283,1.0,1.0
gpt-4o-mini,medium,framing_effect,10,35,heldout_refit_on_rule_activations,0.7719543568445527,0.17451452372512602,0.78593193707586,1.0,1.0
gpt-4o,hard,subjectivity_score_nn,1,125,heldout_refit_on_rule_activations,0.5009296540562118,0.23503637264750682,0.7048199799415482,1.0,1.0
gpt-4o,hard,subjectivity_score_nn,3,125,heldout_refit_on_rule_activations,0.5014116551236338,0.23462260637900745,0.6833140093315468,1.0,1.0
gpt-4o,hard,subjectivity_score_nn,10,125,heldout_refit_on_rule_activations,0.5840786762683973,0.20110983930483353,0.6875993707336204,1.0,1.0
gpt-4o-mini,hard,subjectivity_score_nn,1,52,heldout_refit_on_rule_activations,0.7552235627230102,0.10913924168081841,0.7348981052752376,0.8894754325047565,0.9176528599605522
gpt-4o-mini,hard,subjectivity_score_nn,3,52,heldout_refit_on_rule_activations,0.7856208660744723,0.09877881366929069,0.7774173634213248,1.0,1.0
gpt-4o-mini,hard,subjectivity_score_nn,10,52,heldout_refit_on_rule_activations,0.7903920764774578,0.09739202300575688,0.6804780139286749,1.0,1.0
gpt-4o,medium,information_overload,1,122,heldout_refit_on_rule_activations,0.19167064842764525,0.615476425059077,0.349859290317212,0.8032541557471002,0.7953091684434968
gpt-4o,medium,information_overload,3,122,heldout_refit_on_rule_activations,0.5796288597883649,0.2552945510853168,0.760006109552456,0.9320564693682419,0.9573582196697774
gpt-4o,medium,information_overload,10,122,heldout_refit_on_rule_activations,0.6204449211321865,0.27933566486829065,0.7589097333905687,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,1,54,heldout_refit_on_rule_activations,0.6244247772778186,0.19319538662593963,0.7544805153890365,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,3,54,heldout_refit_on_rule_activations,0.6267620449863296,0.19208878305202692,0.7214068223206307,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,10,54,heldout_refit_on_rule_activations,0.6329547766071062,0.18918686099388,0.6955836955112681,1.0,1.0
gpt-3.5-turbo,hard,information_overload,1,19,heldout_refit_on_rule_activations,0.27068925584557646,0.6877971445627078,0.6323057141254887,0.9894068357497615,0.9920893438808748
gpt-3.5-turbo,hard,information_overload,3,19,heldout_refit_on_rule_activations,0.4686956637131334,0.5317063347245088,0.7250491136477796,0.9894068357497615,0.9920893438808748
gpt-3.5-turbo,hard,information_overload,10,19,heldout_refit_on_rule_activations,0.4711393510892645,0.5319218990884755,0.6256880487519512,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,1,48,heldout_refit_on_rule_activations,0.8657881011176763,0.06097872765434477,0.7605645805380385,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,3,48,heldout_refit_on_rule_activations,0.8757656988427489,0.05705002549064003,0.7582007539051814,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,10,48,heldout_refit_on_rule_activations,0.8761782328555875,0.05745686864431246,0.6652442373409613,1.0,1.0
llama3.1:70b,medium,information_overload,1,105,heldout_refit_on_rule_activations,0.17923990759032982,0.44589486252869165,0.5048135699455923,1.0,1.0
llama3.1:70b,medium,information_overload,3,105,heldout_refit_on_rule_activations,0.2227899473885414,0.4254356341624259,0.5189240233761023,1.0,1.0
llama3.1:70b,medium,information_overload,10,105,heldout_refit_on_rule_activations,0.2695528272663451,0.40212280814025375,0.5643921922731796,1.0,1.0
llama3.1,easy,oversimplification,1,51,heldout_refit_on_rule_activations,0.015945504568486868,0.5022380177342882,0.12748160903759906,0.036633405277748,0.3774373259052925
llama3.1,easy,oversimplification,3,51,heldout_refit_on_rule_activations,0.024777866177338237,0.49767780688247654,0.1607892656125137,0.036633405277748,0.3774373259052925
llama3.1,easy,oversimplification,10,51,heldout_refit_on_rule_activations,0.042862598205934965,0.4896647371202628,0.19601962164657163,0.036633405277748,0.3774373259052925
llama3.1,medium,framing_effect,1,140,heldout_refit_on_rule_activations,0.6950708338285658,0.5334026862333093,0.8069445643785224,1.0,1.0
llama3.1,medium,framing_effect,3,140,heldout_refit_on_rule_activations,0.7003834258491177,0.5283459060387674,0.7991632675289427,1.0,1.0
llama3.1,medium,framing_effect,10,140,heldout_refit_on_rule_activations,0.7213952076517158,0.5125309412769574,0.7361503835798011,1.0,1.0
llama3.1:70b,hard,framing_effect,1,110,heldout_refit_on_rule_activations,0.6242010007674199,0.44683149522078675,0.5009018151925276,0.45599876547010804,0.41786743515850144
llama3.1:70b,hard,framing_effect,3,110,heldout_refit_on_rule_activations,0.7359191694053486,0.3074656177696563,0.6891518197589809,0.5279855491757123,0.7421661409043112
llama3.1:70b,hard,framing_effect,10,110,heldout_refit_on_rule_activations,0.7815168973927107,0.25006935907201666,0.7554138197549761,0.9504623531629124,0.9858414582450191
gpt-4o-mini,medium,oversimplification,1,43,heldout_refit_on_rule_activations,0.47222300431233255,0.41574346657988176,0.6797477174338517,-0.015344303164981617,0.0027124773960217
gpt-4o-mini,medium,oversimplification,3,43,heldout_refit_on_rule_activations,0.4743897673654882,0.4116954953659349,0.6407964458923936,-0.006224259221364008,0.003780718336483932
gpt-4o-mini,medium,oversimplification,10,43,heldout_refit_on_rule_activations,0.48954852258852055,0.3987315725775193,0.6312468829890875,0.01710920827672203,0.0071301247771836
gpt-4o-mini,medium,subjectivity_score_nn,1,41,heldout_refit_on_rule_activations,0.816305494511621,0.09195647519076298,0.7876861433861904,1.0,1.0
gpt-4o-mini,medium,subjectivity_score_nn,3,41,heldout_refit_on_rule_activations,0.8162997732536824,0.09184500573399529,0.7308492664054648,1.0,1.0
gpt-4o-mini,medium,subjectivity_score_nn,10,41,heldout_refit_on_rule_activations,0.817755065678226,0.09167755670262775,0.6595810995649115,1.0,1.0
gpt-4o,hard,gunning_fog,1,169,heldout_refit_on_rule_activations,0.47966680312835264,3.4137858285696354,0.6652616710298234,1.0,1.0
gpt-4o,hard,gunning_fog,3,169,heldout_refit_on_rule_activations,0.5910936380266612,3.0992480262929636,0.723067112524935,1.0,1.0
gpt-4o,hard,gunning_fog,10,169,heldout_refit_on_rule_activations,0.6185565139362508,2.899083638066098,0.7415589519398179,1.0,1.0
llama3.1:70b,medium,framing_effect,1,89,heldout_refit_on_rule_activations,0.7568814450476801,0.4937735761312876,0.7712253878010897,1.0,1.0
llama3.1:70b,medium,framing_effect,3,89,heldout_refit_on_rule_activations,0.7625975521346884,0.4896257193869092,0.709866371512246,1.0,1.0
llama3.1:70b,medium,framing_effect,10,89,heldout_refit_on_rule_activations,0.7694904609310964,0.4795761078821555,0.6789964601296741,1.0,1.0
gpt-4o-mini,hard,explanation_length,1,54,heldout_refit_on_rule_activations,0.7898473102420989,38.26827859233947,0.08090659827525865,0.9457670227854099,0.9444444444444444
gpt-4o-mini,hard,explanation_length,3,54,heldout_refit_on_rule_activations,0.7370010177869798,38.55433676518889,0.080906483408404,1.0,1.0
gpt-4o-mini,hard,explanation_length,10,54,heldout_refit_on_rule_activations,0.8320106279653249,29.831417118168826,0.5763452964882261,1.0,1.0
gpt-3.5-turbo,easy,information_overload,1,26,heldout_refit_on_rule_activations,0.7818112542654876,0.02752941366947349,0.7579658018333333,1.0,1.0
gpt-3.5-turbo,easy,information_overload,3,26,heldout_refit_on_rule_activations,0.8018622011882127,0.027110798063396075,0.7579586839455194,1.0,1.0
gpt-3.5-turbo,easy,information_overload,10,26,heldout_refit_on_rule_activations,0.8028571142605263,0.030018440528019944,0.1944918919201295,1.0,1.0
gpt-4o,easy,explanation_length,1,29,heldout_refit_on_rule_activations,0.9816251760852115,27.460416526762053,0.2606280370782287,1.0,1.0
gpt-4o,easy,explanation_length,3,29,heldout_refit_on_rule_activations,0.9827751494225462,27.548705720736685,0.26062551751954705,1.0,1.0
gpt-4o,easy,explanation_length,10,29,heldout_refit_on_rule_activations,0.9829631641445137,26.527378962437897,0.388675756377028,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,1,25,heldout_refit_on_rule_activations,0.9444962778174347,26.474883724461154,0.15783685793976676,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,3,25,heldout_refit_on_rule_activations,0.9496342943351028,25.91962453690419,0.1398806765319039,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,10,25,heldout_refit_on_rule_activations,0.9534666656585922,23.758157227654383,0.4097844782696162,1.0,1.0
llama3.1,medium,explanation_length,1,52,heldout_refit_on_rule_activations,0.902527372479495,81.03888046940482,0.34682017802986603,1.0,1.0
llama3.1,medium,explanation_length,3,52,heldout_refit_on_rule_activations,0.947184971838595,72.50822658877111,0.3468415244406788,1.0,1.0
llama3.1,medium,explanation_length,10,52,heldout_refit_on_rule_activations,0.9542404479554838,52.135883193706796,0.7764690824634396,1.0,1.0
gpt-3.5-turbo,medium,subjectivity_score_nn,1,17,heldout_refit_on_rule_activations,0.5823414224135758,0.18532376281965182,0.6562111654032238,0.9887847221769567,0.9916201117318436
gpt-3.5-turbo,medium,subjectivity_score_nn,3,17,heldout_refit_on_rule_activations,0.5906843633541141,0.18207793792620436,0.6586003536219815,0.9993768278234124,0.9995381062355658
gpt-3.5-turbo,medium,subjectivity_score_nn,10,17,heldout_refit_on_rule_activations,0.591778405864521,0.17977453955725275,0.5706141407777825,0.9993768278234124,0.9995381062355658
llama3.1,easy,explanation_length,1,31,heldout_refit_on_rule_activations,0.9438472904993401,28.596939502106284,0.12479770560620822,1.0,1.0
llama3.1,easy,explanation_length,3,31,heldout_refit_on_rule_activations,0.9573288200976204,27.702428378503104,0.1247974361234582,1.0,1.0
llama3.1,easy,explanation_length,10,31,heldout_refit_on_rule_activations,0.9589890445003659,27.806061201339823,0.17629326092392505,1.0,1.0
llama3.1:70b,hard,information_overload,1,132,heldout_refit_on_rule_activations,0.9048469355554206,0.38653573911967926,0.9015930422236207,1.0,1.0
llama3.1:70b,hard,information_overload,3,132,heldout_refit_on_rule_activations,0.9054719447021297,0.3827616667822351,0.9005681151721098,1.0,1.0
llama3.1:70b,hard,information_overload,10,132,heldout_refit_on_rule_activations,0.9123876076714235,0.3550014108586364,0.8936963234521674,1.0,1.0
gpt-4o,medium,framing_effect,1,110,heldout_refit_on_rule_activations,0.782790948015507,0.24191036382697936,0.9332979541825296,1.0,1.0
gpt-4o,medium,framing_effect,3,110,heldout_refit_on_rule_activations,0.8105473051418892,0.20726045192818926,0.9279738911970966,1.0,1.0
gpt-4o,medium,framing_effect,10,110,heldout_refit_on_rule_activations,0.833371567257377,0.19093387947269994,0.9116280630681726,1.0,1.0
gpt-3.5-turbo,medium,information_overload,1,38,heldout_refit_on_rule_activations,0.30188015281612657,0.5397293136888678,0.6644370953392272,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,information_overload,3,38,heldout_refit_on_rule_activations,0.3030062406634725,0.538609851260027,0.6280391307811936,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,information_overload,10,38,heldout_refit_on_rule_activations,0.31261259578356737,0.5350106424043106,0.5434912451002332,0.9894077086284027,0.9920893438808748
llama3.1:70b,hard,oversimplification,1,130,heldout_refit_on_rule_activations,0.10010278266189043,0.7400452082300372,0.3097832065892884,-0.023062749001617314,0.013831258644536652
llama3.1:70b,hard,oversimplification,3,130,heldout_refit_on_rule_activations,0.10370957928485236,0.7356145669168774,0.19707941385235692,-0.01553605745147098,0.014925373134328358
llama3.1:70b,hard,oversimplification,10,130,heldout_refit_on_rule_activations,0.11266709553738774,0.7226784685980074,0.24690441482268585,0.06861828451445008,0.07791304347826086
gpt-4o,medium,oversimplification,1,74,heldout_refit_on_rule_activations,-0.000700719327234145,0.21630763505866532,0.02088279693063987,-0.1746989979441602,0.0
gpt-4o,medium,oversimplification,3,74,heldout_refit_on_rule_activations,0.19108083596125824,0.18639649381485526,0.14815612860560112,0.5011013440211215,0.4173669467787115
gpt-4o,medium,oversimplification,10,74,heldout_refit_on_rule_activations,0.30262006055018065,0.16674066469270313,0.31483940954493705,0.9876536925212577,0.9883616830796778
llama3.1,hard,subjectivity_score_nn,1,94,heldout_refit_on_rule_activations,0.8148474874979261,0.08729002497039659,0.7874788702131773,0.9649140418778575,0.9756534727408513
llama3.1,hard,subjectivity_score_nn,3,94,heldout_refit_on_rule_activations,0.8160936278763976,0.08741350476784912,0.7958313115685464,0.9649140418778575,0.9756534727408513
llama3.1,hard,subjectivity_score_nn,10,94,heldout_refit_on_rule_activations,0.8231638121430781,0.08445180794992627,0.678466730348336,0.9978405894849374,0.9992942836979535
gpt-4o-mini,hard,framing_effect,1,74,heldout_refit_on_rule_activations,0.5303938521394107,0.2959801293038939,0.7629986891680117,0.716253117539277,0.7560215358458486
gpt-4o-mini,hard,framing_effect,3,74,heldout_refit_on_rule_activations,0.7071041679732996,0.19350015154398856,0.8632843085240942,0.8609729008682103,0.8939279415469892
gpt-4o-mini,hard,framing_effect,10,74,heldout_refit_on_rule_activations,0.750679928534379,0.16300408587578127,0.8587243344978914,0.9702855247663399,0.9901461829994586
llama3.1,medium,oversimplification,1,81,heldout_refit_on_rule_activations,0.19159796777466764,0.3991229472189972,0.44291137174906337,-0.22024838346661352,0.0
llama3.1,medium,oversimplification,3,81,heldout_refit_on_rule_activations,0.19309789067942285,0.3979508661734692,0.42454525897029616,-0.00023329594546533616,0.042796005706134094
llama3.1,medium,oversimplification,10,81,heldout_refit_on_rule_activations,0.2197632611595154,0.38345406824741674,0.439803084255107,0.03048374673354721,0.046620046620046623
gpt-4o,hard,framing_effect,1,154,heldout_refit_on_rule_activations,0.5661710306489871,0.3714260411608552,0.7911719444186792,1.0,1.0
gpt-4o,hard,framing_effect,3,154,heldout_refit_on_rule_activations,0.6685301484841396,0.2885653164409548,0.8347873115040282,1.0,1.0
gpt-4o,hard,framing_effect,10,154,heldout_refit_on_rule_activations,0.7847844096804677,0.2505244678332428,0.8206422374745149,1.0,1.0
gpt-3.5-turbo,easy,oversimplification,1,64,heldout_refit_on_rule_activations,0.01658031859710951,0.5531073255304362,0.11067477705060202,0.008546366324330755,0.018164435946462717
gpt-3.5-turbo,easy,oversimplification,3,64,heldout_refit_on_rule_activations,0.014237565885403813,0.5527104025696165,0.030762626540616674,0.02780594739248796,0.16386182462356066
gpt-3.5-turbo,easy,oversimplification,10,64,heldout_refit_on_rule_activations,0.051095027752747324,0.5316992093108236,0.18034279739721584,0.030410182712156432,0.1899148657498363
llama3.1:70b,easy,information_overload,1,13,heldout_refit_on_rule_activations,0.7918993307797764,0.04980367481451483,0.8896549781071484,1.0,1.0
llama3.1:70b,easy,information_overload,3,13,heldout_refit_on_rule_activations,0.797504648416756,0.04758566104458123,0.8895984267995853,1.0,1.0
llama3.1:70b,easy,information_overload,10,13,heldout_refit_on_rule_activations,0.7964086121758153,0.04668638413877292,0.3526173856372782,1.0,1.0
gpt-4o,easy,oversimplification,1,61,heldout_refit_on_rule_activations,0.16152101768333205,0.26126505638873787,0.33265785863513825,1.0,1.0
gpt-4o,easy,oversimplification,3,61,heldout_refit_on_rule_activations,0.16344743497955116,0.26091943772799564,0.33297574725546086,1.0,1.0
gpt-4o,easy,oversimplification,10,61,heldout_refit_on_rule_activations,0.18735511395219262,0.25537810352914453,0.2120639943499362,1.0,1.0
llama3.1,hard,framing_effect,1,199,heldout_refit_on_rule_activations,0.7003455345310343,0.5348772776087267,0.7959528940233916,0.9650884140172259,0.9757919904363419
llama3.1,hard,framing_effect,3,199,heldout_refit_on_rule_activations,0.7020049315544544,0.5297720472566538,0.787232734951535,1.0,1.0
llama3.1,hard,framing_effect,10,199,heldout_refit_on_rule_activations,0.7276674172360256,0.5070337776930036,0.7890480195873008,1.0,1.0
llama3.1,medium,information_overload,1,126,heldout_refit_on_rule_activations,0.5865578485525575,0.4163242916378799,0.7616492597648086,0.9383888107355011,0.9562833206397563
llama3.1,medium,information_overload,3,126,heldout_refit_on_rule_activations,0.6149155429017363,0.4221117430168369,0.785824490044197,1.0,1.0
llama3.1,medium,information_overload,10,126,heldout_refit_on_rule_activations,0.6427981034438398,0.39460023798821686,0.7250469272678275,1.0,1.0
gpt-4o-mini,hard,oversimplification,1,65,heldout_refit_on_rule_activations,0.44842979920017545,0.4222154572720141,0.6575552430498011,-0.015344303164981617,0.0027124773960217
gpt-4o-mini,hard,oversimplification,3,65,heldout_refit_on_rule_activations,0.4465829526887618,0.42108641796063956,0.6516615096052001,-0.004849019875944384,0.0039946737683089215
gpt-4o-mini,hard,oversimplification,10,65,heldout_refit_on_rule_activations,0.4603849496255198,0.40714423492806406,0.6040040828576287,0.01013668614380733,0.007462686567164179
gpt-4o-mini,medium,explanation_length,1,262,heldout_refit_on_rule_activations,0.8346645738675897,30.524796873507935,0.0809074063033201,0.9217522701238325,0.918918918918919
gpt-4o-mini,medium,explanation_length,3,262,heldout_refit_on_rule_activations,0.8304852288213111,28.739959770456554,0.3002952630362391,0.9217522701238325,0.918918918918919
gpt-4o-mini,medium,explanation_length,10,262,heldout_refit_on_rule_activations,0.8534042865177197,28.968215516750547,0.2987824042885311,0.9217522701238325,0.918918918918919
gpt-3.5-turbo,hard,gunning_fog,1,50,heldout_refit_on_rule_activations,0.37251333943831233,3.1377231885575867,0.414558753618832,0.9689392448736162,0.9708029197080292
gpt-3.5-turbo,hard,gunning_fog,3,50,heldout_refit_on_rule_activations,0.3894542028764455,3.0834538523309387,0.38946042724329366,0.9689392448736162,0.9708029197080292
gpt-3.5-turbo,hard,gunning_fog,10,50,heldout_refit_on_rule_activations,0.42210284095778494,2.98837093564697,0.42935075980504506,0.9689392448736162,0.9708029197080292
llama3.1,hard,explanation_length,1,61,heldout_refit_on_rule_activations,0.9039400256202741,84.5087861699122,0.3578335401194408,1.0,1.0
llama3.1,hard,explanation_length,3,61,heldout_refit_on_rule_activations,0.9404142438636889,76.04625402756331,0.3578787524247874,1.0,1.0
llama3.1,hard,explanation_length,10,61,heldout_refit_on_rule_activations,0.943640761703945,76.48529285245786,0.357831332282586,1.0,1.0
gpt-4o-mini,easy,information_overload,1,45,heldout_refit_on_rule_activations,0.6572077296903585,0.3725653518287473,0.6172042032313029,1.0,1.0
gpt-4o-mini,easy,information_overload,3,45,heldout_refit_on_rule_activations,0.6604740121655233,0.3692955273317052,0.6167953400576688,1.0,1.0
gpt-4o-mini,easy,information_overload,10,45,heldout_refit_on_rule_activations,0.7084812206044113,0.3149901376325355,0.564025011428018,1.0,1.0
gpt-3.5-turbo,medium,oversimplification,1,78,heldout_refit_on_rule_activations,0.1268233206424818,0.7680880506953076,0.3743363541426359,-0.048203928114674145,0.0
gpt-3.5-turbo,medium,oversimplification,3,78,heldout_refit_on_rule_activations,0.18740522547382,0.736488332435401,0.448031973746227,0.04936278510307483,0.057803468208092484
gpt-3.5-turbo,medium,oversimplification,10,78,heldout_refit_on_rule_activations,0.24458047106512848,0.6738903114661566,0.5079004058400806,0.04936278510307483,0.057803468208092484
gpt-3.5-turbo,medium,framing_effect,1,30,heldout_refit_on_rule_activations,0.7792836999762304,0.5492300085826013,0.7722762113839186,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,framing_effect,3,30,heldout_refit_on_rule_activations,0.7870455271259277,0.5406629493288838,0.7735764034459793,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,framing_effect,10,30,heldout_refit_on_rule_activations,0.7949787312278886,0.5133947315908964,0.6792386819383327,0.9894077086284027,0.9920893438808748
