source_row,perturbation_id,metric,min_tie_count,tie_output_std,tie_output_range,selected_minus_tie_mean_abs
1485,10,subjectivity_score_nn,45,0.14913567749494366,0.8728671669960022,0.031214900811513267
1485,10,gunning_fog,45,3.6970696924929536,16.27999973297119,6.440444734361435
1485,10,sentiment_score_nn,45,0.1792783782863772,0.5972647666931152,0.0819220264752706
1485,10,framing_effect,45,0.5946261404559846,3.0,0.04444444444444429
1485,10,information_overload,45,0.7145748973694901,3.0,0.42222222222222205
1485,10,oversimplification,45,0.4422166387140534,1.0,0.2666666666666666
1485,11,explanation_length,88,33.582258389101774,192.0,100.93181818181819
1485,11,subjectivity_score_nn,88,0.22235915332211034,0.9031725525856018,0.07865052670240402
1485,11,gunning_fog,88,3.9825359627551706,18.179999351501465,8.74000072479248
1485,11,sentiment_score_nn,88,0.21046400586013425,1.2168269753456116,0.057308917018500244
1485,11,framing_effect,88,0.5636180348926021,2.0,0.02272727272727293
1485,11,information_overload,88,0.6440285143320343,3.0,0.75
1485,11,oversimplification,88,0.668042657122685,2.0,0.40909090909090917
1485,12,explanation_length,1,0.0,0.0,0.0
1485,12,subjectivity_score_nn,1,0.0,0.0,0.0
1485,12,gunning_fog,1,0.0,0.0,0.0
1485,12,sentiment_score_nn,1,0.0,0.0,0.0
1485,12,framing_effect,1,0.0,0.0,0.0
1485,12,information_overload,1,0.0,0.0,0.0
1485,12,oversimplification,1,0.0,0.0,0.0
1485,13,explanation_length,1,0.0,0.0,0.0
1485,13,subjectivity_score_nn,1,0.0,0.0,0.0
1485,13,gunning_fog,1,0.0,0.0,0.0
1485,13,sentiment_score_nn,1,0.0,0.0,0.0
1485,13,framing_effect,1,0.0,0.0,0.0
1485,13,information_overload,1,0.0,0.0,0.0
1485,13,oversimplification,1,0.0,0.0,0.0
1485,14,explanation_length,1,0.0,0.0,0.0
1485,14,subjectivity_score_nn,1,0.0,0.0,0.0
1485,14,gunning_fog,1,0.0,0.0,0.0
1485,14,sentiment_score_nn,1,0.0,0.0,0.0
1485,14,framing_effect,1,0.0,0.0,0.0
1485,14,information_overload,1,0.0,0.0,0.0
1485,14,oversimplification,1,0.0,0.0,0.0
1485,15,explanation_length,1,0.0,0.0,0.0
1485,15,subjectivity_score_nn,1,0.0,0.0,0.0
1485,15,gunning_fog,1,0.0,0.0,0.0
1485,15,sentiment_score_nn,1,0.0,0.0,0.0
1485,15,framing_effect,1,0.0,0.0,0.0
1485,15,information_overload,1,0.0,0.0,0.0
1485,15,oversimplification,1,0.0,0.0,0.0
1485,16,explanation_length,1,0.0,0.0,0.0
1485,16,subjectivity_score_nn,1,0.0,0.0,0.0
1485,16,gunning_fog,1,0.0,0.0,0.0
1485,16,sentiment_score_nn,1,0.0,0.0,0.0
1485,16,framing_effect,1,0.0,0.0,0.0
1485,16,information_overload,1,0.0,0.0,0.0
1485,16,oversimplification,1,0.0,0.0,0.0
1485,17,explanation_length,1,0.0,0.0,0.0
1485,17,subjectivity_score_nn,1,0.0,0.0,0.0
1485,17,gunning_fog,1,0.0,0.0,0.0
1485,17,sentiment_score_nn,1,0.0,0.0,0.0
1485,17,framing_effect,1,0.0,0.0,0.0
1485,17,information_overload,1,0.0,0.0,0.0
1485,17,oversimplification,1,0.0,0.0,0.0
1485,18,explanation_length,2,29.0,58.0,29.0
1485,18,subjectivity_score_nn,2,0.0,0.0,0.0
1485,18,gunning_fog,2,0.07999992370605469,0.15999984741210938,0.07999992370605469
1485,18,sentiment_score_nn,2,0.29882171750068665,0.5976434350013733,0.29882171750068665
1485,18,framing_effect,2,0.0,0.0,0.0
1485,18,information_overload,2,0.0,0.0,0.0
1485,18,oversimplification,2,0.5,1.0,0.5
1485,19,explanation_length,1,0.0,0.0,0.0
1485,19,subjectivity_score_nn,1,0.0,0.0,0.0
1485,19,gunning_fog,1,0.0,0.0,0.0
1485,19,sentiment_score_nn,1,0.0,0.0,0.0
1485,19,framing_effect,1,0.0,0.0,0.0
1485,19,information_overload,1,0.0,0.0,0.0
1485,19,oversimplification,1,0.0,0.0,0.0
1485,20,explanation_length,1,0.0,0.0,0.0
1485,20,subjectivity_score_nn,1,0.0,0.0,0.0
1485,20,gunning_fog,1,0.0,0.0,0.0
1485,20,sentiment_score_nn,1,0.0,0.0,0.0
1485,20,framing_effect,1,0.0,0.0,0.0
1485,20,information_overload,1,0.0,0.0,0.0
1485,20,oversimplification,1,0.0,0.0,0.0
1485,21,explanation_length,1,0.0,0.0,0.0
1485,21,subjectivity_score_nn,1,0.0,0.0,0.0
1485,21,gunning_fog,1,0.0,0.0,0.0
1485,21,sentiment_score_nn,1,0.0,0.0,0.0
1485,21,framing_effect,1,0.0,0.0,0.0
1485,21,information_overload,1,0.0,0.0,0.0
1485,21,oversimplification,1,0.0,0.0,0.0
1485,22,explanation_length,1,0.0,0.0,0.0
1485,22,subjectivity_score_nn,1,0.0,0.0,0.0
1485,22,gunning_fog,1,0.0,0.0,0.0
1485,22,sentiment_score_nn,1,0.0,0.0,0.0
1485,22,framing_effect,1,0.0,0.0,0.0
1485,22,information_overload,1,0.0,0.0,0.0
1485,22,oversimplification,1,0.0,0.0,0.0
1485,23,explanation_length,1,0.0,0.0,0.0
1485,23,subjectivity_score_nn,1,0.0,0.0,0.0
1485,23,gunning_fog,1,0.0,0.0,0.0
1485,23,sentiment_score_nn,1,0.0,0.0,0.0
1485,23,framing_effect,1,0.0,0.0,0.0
1485,23,information_overload,1,0.0,0.0,0.0
1485,23,oversimplification,1,0.0,0.0,0.0
1485,24,explanation_length,1,0.0,0.0,0.0
1485,24,subjectivity_score_nn,1,0.0,0.0,0.0
1485,24,gunning_fog,1,0.0,0.0,0.0
1485,24,sentiment_score_nn,1,0.0,0.0,0.0
1485,24,framing_effect,1,0.0,0.0,0.0
1485,24,information_overload,1,0.0,0.0,0.0
1485,24,oversimplification,1,0.0,0.0,0.0
1485,25,explanation_length,1,0.0,0.0,0.0
1485,25,subjectivity_score_nn,1,0.0,0.0,0.0
1485,25,gunning_fog,1,0.0,0.0,0.0
1485,25,sentiment_score_nn,1,0.0,0.0,0.0
1485,25,framing_effect,1,0.0,0.0,0.0
1485,25,information_overload,1,0.0,0.0,0.0
1485,25,oversimplification,1,0.0,0.0,0.0
1485,26,explanation_length,1,0.0,0.0,0.0
1485,26,subjectivity_score_nn,1,0.0,0.0,0.0
1485,26,gunning_fog,1,0.0,0.0,0.0
1485,26,sentiment_score_nn,1,0.0,0.0,0.0
1485,26,framing_effect,1,0.0,0.0,0.0
1485,26,information_overload,1,0.0,0.0,0.0
1485,26,oversimplification,1,0.0,0.0,0.0
1485,27,explanation_length,1,0.0,0.0,0.0
1485,27,subjectivity_score_nn,1,0.0,0.0,0.0
1485,27,gunning_fog,1,0.0,0.0,0.0
1485,27,sentiment_score_nn,1,0.0,0.0,0.0
1485,27,framing_effect,1,0.0,0.0,0.0
1485,27,information_overload,1,0.0,0.0,0.0
1485,27,oversimplification,1,0.0,0.0,0.0
1485,28,explanation_length,1,0.0,0.0,0.0
1485,28,subjectivity_score_nn,1,0.0,0.0,0.0
1485,28,gunning_fog,1,0.0,0.0,0.0
1485,28,sentiment_score_nn,1,0.0,0.0,0.0
1485,28,framing_effect,1,0.0,0.0,0.0
1485,28,information_overload,1,0.0,0.0,0.0
1485,28,oversimplification,1,0.0,0.0,0.0
1485,29,explanation_length,29,33.03865786012763,148.0,42.586206896551715
1485,29,subjectivity_score_nn,29,0.3287243353683659,0.8921246528625488,0.18302004707270655
1485,29,gunning_fog,29,3.457394275377199,14.460000038146973,3.9089651107788086
1485,29,sentiment_score_nn,29,0.32936528719710045,0.8553819060325623,0.33611754918920583
1485,29,framing_effect,29,0.6432675209026769,2.0,0.0
1485,29,information_overload,29,0.5912561448097327,3.0,0.1724137931034484
1485,29,oversimplification,29,0.4021346134376069,2.0,0.10344827586206895
1485,30,explanation_length,1,0.0,0.0,0.0
1485,30,subjectivity_score_nn,1,0.0,0.0,0.0
1485,30,gunning_fog,1,0.0,0.0,0.0
1485,30,sentiment_score_nn,1,0.0,0.0,0.0
1485,30,framing_effect,1,0.0,0.0,0.0
1485,30,information_overload,1,0.0,0.0,0.0
1485,30,oversimplification,1,0.0,0.0,0.0
1485,31,explanation_length,1,0.0,0.0,0.0
1485,31,subjectivity_score_nn,1,0.0,0.0,0.0
1485,31,gunning_fog,1,0.0,0.0,0.0
1485,31,sentiment_score_nn,1,0.0,0.0,0.0
1485,31,framing_effect,1,0.0,0.0,0.0
1485,31,information_overload,1,0.0,0.0,0.0
1485,31,oversimplification,1,0.0,0.0,0.0
6788,0,explanation_length,1,0.0,0.0,0.0
6788,0,subjectivity_score_nn,1,0.0,0.0,0.0
6788,0,gunning_fog,1,0.0,0.0,0.0
6788,0,sentiment_score_nn,1,0.0,0.0,0.0
6788,0,framing_effect,1,0.0,0.0,0.0
6788,0,information_overload,1,0.0,0.0,0.0
6788,0,oversimplification,1,0.0,0.0,0.0
6788,1,explanation_length,2,29.0,58.0,29.0
6788,1,subjectivity_score_nn,2,0.0,0.0,0.0
6788,1,gunning_fog,2,0.07999992370605469,0.15999984741210938,0.07999992370605469
6788,1,sentiment_score_nn,2,0.29882171750068665,0.5976434350013733,0.29882171750068665
6788,1,framing_effect,2,0.0,0.0,0.0
6788,1,information_overload,2,0.0,0.0,0.0
6788,1,oversimplification,2,0.5,1.0,0.5
6788,2,explanation_length,1,0.0,0.0,0.0
6788,2,subjectivity_score_nn,1,0.0,0.0,0.0
6788,2,gunning_fog,1,0.0,0.0,0.0
6788,2,sentiment_score_nn,1,0.0,0.0,0.0
6788,2,framing_effect,1,0.0,0.0,0.0
6788,2,information_overload,1,0.0,0.0,0.0
6788,2,oversimplification,1,0.0,0.0,0.0
6788,3,explanation_length,1,0.0,0.0,0.0
6788,3,subjectivity_score_nn,1,0.0,0.0,0.0
6788,3,gunning_fog,1,0.0,0.0,0.0
6788,3,sentiment_score_nn,1,0.0,0.0,0.0
6788,3,framing_effect,1,0.0,0.0,0.0
6788,3,information_overload,1,0.0,0.0,0.0
6788,3,oversimplification,1,0.0,0.0,0.0
6788,4,explanation_length,1,0.0,0.0,0.0
6788,4,subjectivity_score_nn,1,0.0,0.0,0.0
6788,4,gunning_fog,1,0.0,0.0,0.0
6788,4,sentiment_score_nn,1,0.0,0.0,0.0
6788,4,framing_effect,1,0.0,0.0,0.0
6788,4,information_overload,1,0.0,0.0,0.0
6788,4,oversimplification,1,0.0,0.0,0.0
6788,5,explanation_length,1,0.0,0.0,0.0
6788,5,subjectivity_score_nn,1,0.0,0.0,0.0
6788,5,gunning_fog,1,0.0,0.0,0.0
6788,5,sentiment_score_nn,1,0.0,0.0,0.0
6788,5,framing_effect,1,0.0,0.0,0.0
6788,5,information_overload,1,0.0,0.0,0.0
6788,5,oversimplification,1,0.0,0.0,0.0
6788,6,explanation_length,1,0.0,0.0,0.0
6788,6,subjectivity_score_nn,1,0.0,0.0,0.0
6788,6,gunning_fog,1,0.0,0.0,0.0
6788,6,sentiment_score_nn,1,0.0,0.0,0.0
6788,6,framing_effect,1,0.0,0.0,0.0
6788,6,information_overload,1,0.0,0.0,0.0
6788,6,oversimplification,1,0.0,0.0,0.0
6788,7,explanation_length,1,0.0,0.0,0.0
6788,7,subjectivity_score_nn,1,0.0,0.0,0.0
6788,7,gunning_fog,1,0.0,0.0,0.0
6788,7,sentiment_score_nn,1,0.0,0.0,0.0
6788,7,framing_effect,1,0.0,0.0,0.0
6788,7,information_overload,1,0.0,0.0,0.0
6788,7,oversimplification,1,0.0,0.0,0.0
6788,8,explanation_length,1,0.0,0.0,0.0
6788,8,subjectivity_score_nn,1,0.0,0.0,0.0
6788,8,gunning_fog,1,0.0,0.0,0.0
6788,8,sentiment_score_nn,1,0.0,0.0,0.0
6788,8,framing_effect,1,0.0,0.0,0.0
6788,8,information_overload,1,0.0,0.0,0.0
6788,8,oversimplification,1,0.0,0.0,0.0
6788,9,explanation_length,1,0.0,0.0,0.0
6788,9,subjectivity_score_nn,1,0.0,0.0,0.0
6788,9,gunning_fog,1,0.0,0.0,0.0
6788,9,sentiment_score_nn,1,0.0,0.0,0.0
6788,9,framing_effect,1,0.0,0.0,0.0
6788,9,information_overload,1,0.0,0.0,0.0
6788,9,oversimplification,1,0.0,0.0,0.0
6788,10,explanation_length,1,0.0,0.0,0.0
6788,10,subjectivity_score_nn,1,0.0,0.0,0.0
6788,10,gunning_fog,1,0.0,0.0,0.0
6788,10,sentiment_score_nn,1,0.0,0.0,0.0
6788,10,framing_effect,1,0.0,0.0,0.0
6788,10,information_overload,1,0.0,0.0,0.0
6788,10,oversimplification,1,0.0,0.0,0.0
6788,11,explanation_length,1,0.0,0.0,0.0
6788,11,subjectivity_score_nn,1,0.0,0.0,0.0
6788,11,gunning_fog,1,0.0,0.0,0.0
6788,11,sentiment_score_nn,1,0.0,0.0,0.0
6788,11,framing_effect,1,0.0,0.0,0.0
6788,11,information_overload,1,0.0,0.0,0.0
6788,11,oversimplification,1,0.0,0.0,0.0
6788,12,explanation_length,1,0.0,0.0,0.0
6788,12,subjectivity_score_nn,1,0.0,0.0,0.0
6788,12,gunning_fog,1,0.0,0.0,0.0
6788,12,sentiment_score_nn,1,0.0,0.0,0.0
6788,12,framing_effect,1,0.0,0.0,0.0
6788,12,information_overload,1,0.0,0.0,0.0
6788,12,oversimplification,1,0.0,0.0,0.0
6788,13,explanation_length,1,0.0,0.0,0.0
6788,13,subjectivity_score_nn,1,0.0,0.0,0.0
6788,13,gunning_fog,1,0.0,0.0,0.0
6788,13,sentiment_score_nn,1,0.0,0.0,0.0
6788,13,framing_effect,1,0.0,0.0,0.0
6788,13,information_overload,1,0.0,0.0,0.0
6788,13,oversimplification,1,0.0,0.0,0.0
6788,14,explanation_length,2,15.5,31.0,15.5
6788,14,subjectivity_score_nn,2,0.0,0.0,0.0
6788,14,gunning_fog,2,0.4849996566772461,0.9699993133544922,0.4849996566772461
6788,14,sentiment_score_nn,2,0.18626029789447784,0.3725205957889557,0.18626029789447784
6788,14,framing_effect,2,0.0,0.0,0.0
6788,14,information_overload,2,0.0,0.0,0.0
6788,14,oversimplification,2,0.5,1.0,0.5
6788,15,explanation_length,1,0.0,0.0,0.0
6788,15,subjectivity_score_nn,1,0.0,0.0,0.0
6788,15,gunning_fog,1,0.0,0.0,0.0
6788,15,sentiment_score_nn,1,0.0,0.0,0.0
6788,15,framing_effect,1,0.0,0.0,0.0
6788,15,information_overload,1,0.0,0.0,0.0
6788,15,oversimplification,1,0.0,0.0,0.0
6788,16,explanation_length,1,0.0,0.0,0.0
6788,16,subjectivity_score_nn,1,0.0,0.0,0.0
6788,16,gunning_fog,1,0.0,0.0,0.0
6788,16,sentiment_score_nn,1,0.0,0.0,0.0
6788,16,framing_effect,1,0.0,0.0,0.0
6788,16,information_overload,1,0.0,0.0,0.0
6788,16,oversimplification,1,0.0,0.0,0.0
6788,17,explanation_length,1,0.0,0.0,0.0
6788,17,subjectivity_score_nn,1,0.0,0.0,0.0
6788,17,gunning_fog,1,0.0,0.0,0.0
6788,17,sentiment_score_nn,1,0.0,0.0,0.0
6788,17,framing_effect,1,0.0,0.0,0.0
6788,17,information_overload,1,0.0,0.0,0.0
6788,17,oversimplification,1,0.0,0.0,0.0
6788,18,explanation_length,2,29.0,58.0,29.0
6788,18,subjectivity_score_nn,2,0.0,0.0,0.0
6788,18,gunning_fog,2,0.07999992370605469,0.15999984741210938,0.07999992370605469
6788,18,sentiment_score_nn,2,0.29882171750068665,0.5976434350013733,0.29882171750068665
6788,18,framing_effect,2,0.0,0.0,0.0
6788,18,information_overload,2,0.0,0.0,0.0
6788,18,oversimplification,2,0.5,1.0,0.5
6788,19,explanation_length,92,32.26212935545644,140.0,4.739130434782595
6788,19,subjectivity_score_nn,92,0.15639878741771757,0.8452193140983582,0.036852361067481666
6788,19,gunning_fog,92,4.153154460572756,19.890000343322754,0.6866312752599306
6788,19,sentiment_score_nn,92,0.15618617731096054,1.1434273421764374,0.027750817653925522
6788,19,framing_effect,92,0.6488138078662342,3.0,0.05434782608695654
6788,19,information_overload,92,0.801331005242024,3.0,0.7934782608695654
6788,19,oversimplification,92,0.6340786746102277,2.0,0.5108695652173911
6788,20,explanation_length,92,32.26212935545644,140.0,48.739130434782595
6788,20,subjectivity_score_nn,92,0.15639878741771757,0.8452193140983582,0.036852361067481666
6788,20,gunning_fog,92,4.153154460572756,19.890000343322754,6.416630817496259
6788,20,sentiment_score_nn,92,0.15618617731096054,1.1434273421764374,0.027750817653925522
6788,20,framing_effect,92,0.6488138078662342,3.0,0.9456521739130435
6788,20,information_overload,92,0.801331005242024,3.0,1.2065217391304346
6788,20,oversimplification,92,0.6340786746102277,2.0,0.48913043478260887
6788,21,explanation_length,1,0.0,0.0,0.0
6788,21,subjectivity_score_nn,1,0.0,0.0,0.0
6788,21,gunning_fog,1,0.0,0.0,0.0
6788,21,sentiment_score_nn,1,0.0,0.0,0.0
6788,21,framing_effect,1,0.0,0.0,0.0
6788,21,information_overload,1,0.0,0.0,0.0
6788,21,oversimplification,1,0.0,0.0,0.0
6788,22,explanation_length,92,32.26212935545644,140.0,36.260869565217405
6788,22,subjectivity_score_nn,92,0.15639878741771757,0.8452193140983582,0.036852361067481666
6788,22,gunning_fog,92,4.153154460572756,19.890000343322754,5.463370250618976
6788,22,sentiment_score_nn,92,0.15618617731096054,1.1434273421764374,0.027750817653925522
6788,22,framing_effect,92,0.6488138078662342,3.0,0.05434782608695654
6788,22,information_overload,92,0.801331005242024,3.0,0.7934782608695654
6788,22,oversimplification,92,0.6340786746102277,2.0,0.5108695652173911
6788,23,explanation_length,1,0.0,0.0,0.0
6788,23,subjectivity_score_nn,1,0.0,0.0,0.0
6788,23,gunning_fog,1,0.0,0.0,0.0
6788,23,sentiment_score_nn,1,0.0,0.0,0.0
6788,23,framing_effect,1,0.0,0.0,0.0
6788,23,information_overload,1,0.0,0.0,0.0
6788,23,oversimplification,1,0.0,0.0,0.0
6788,24,explanation_length,1,0.0,0.0,0.0
6788,24,subjectivity_score_nn,1,0.0,0.0,0.0
6788,24,gunning_fog,1,0.0,0.0,0.0
6788,24,sentiment_score_nn,1,0.0,0.0,0.0
6788,24,framing_effect,1,0.0,0.0,0.0
6788,24,information_overload,1,0.0,0.0,0.0
6788,24,oversimplification,1,0.0,0.0,0.0
6788,25,explanation_length,1,0.0,0.0,0.0
6788,25,subjectivity_score_nn,1,0.0,0.0,0.0
6788,25,gunning_fog,1,0.0,0.0,0.0
6788,25,sentiment_score_nn,1,0.0,0.0,0.0
6788,25,framing_effect,1,0.0,0.0,0.0
6788,25,information_overload,1,0.0,0.0,0.0
6788,25,oversimplification,1,0.0,0.0,0.0
6788,26,explanation_length,2,29.0,58.0,29.0
6788,26,subjectivity_score_nn,2,0.0,0.0,0.0
6788,26,gunning_fog,2,0.07999992370605469,0.15999984741210938,0.07999992370605469
6788,26,sentiment_score_nn,2,0.29882171750068665,0.5976434350013733,0.29882171750068665
6788,26,framing_effect,2,0.0,0.0,0.0
6788,26,information_overload,2,0.0,0.0,0.0
6788,26,oversimplification,2,0.5,1.0,0.5
6788,27,explanation_length,1,0.0,0.0,0.0
6788,27,subjectivity_score_nn,1,0.0,0.0,0.0
6788,27,gunning_fog,1,0.0,0.0,0.0
6788,27,sentiment_score_nn,1,0.0,0.0,0.0
6788,27,framing_effect,1,0.0,0.0,0.0
6788,27,information_overload,1,0.0,0.0,0.0
6788,27,oversimplification,1,0.0,0.0,0.0
6788,28,explanation_length,1,0.0,0.0,0.0
6788,28,subjectivity_score_nn,1,0.0,0.0,0.0
6788,28,gunning_fog,1,0.0,0.0,0.0
6788,28,sentiment_score_nn,1,0.0,0.0,0.0
6788,28,framing_effect,1,0.0,0.0,0.0
6788,28,information_overload,1,0.0,0.0,0.0
6788,28,oversimplification,1,0.0,0.0,0.0
6788,29,explanation_length,1,0.0,0.0,0.0
6788,29,subjectivity_score_nn,1,0.0,0.0,0.0
6788,29,gunning_fog,1,0.0,0.0,0.0
6788,29,sentiment_score_nn,1,0.0,0.0,0.0
6788,29,framing_effect,1,0.0,0.0,0.0
6788,29,information_overload,1,0.0,0.0,0.0
6788,29,oversimplification,1,0.0,0.0,0.0
6788,30,explanation_length,1,0.0,0.0,0.0
6788,30,subjectivity_score_nn,1,0.0,0.0,0.0
6788,30,gunning_fog,1,0.0,0.0,0.0
6788,30,sentiment_score_nn,1,0.0,0.0,0.0
6788,30,framing_effect,1,0.0,0.0,0.0
6788,30,information_overload,1,0.0,0.0,0.0
6788,30,oversimplification,1,0.0,0.0,0.0
6788,31,explanation_length,1,0.0,0.0,0.0
6788,31,subjectivity_score_nn,1,0.0,0.0,0.0
6788,31,gunning_fog,1,0.0,0.0,0.0
6788,31,sentiment_score_nn,1,0.0,0.0,0.0
6788,31,framing_effect,1,0.0,0.0,0.0
6788,31,information_overload,1,0.0,0.0,0.0
6788,31,oversimplification,1,0.0,0.0,0.0
3390,0,explanation_length,1,0.0,0.0,0.0
3390,0,subjectivity_score_nn,1,0.0,0.0,0.0
3390,0,gunning_fog,1,0.0,0.0,0.0
3390,0,sentiment_score_nn,1,0.0,0.0,0.0
3390,0,framing_effect,1,0.0,0.0,0.0
3390,0,information_overload,1,0.0,0.0,0.0
3390,0,oversimplification,1,0.0,0.0,0.0
3390,1,explanation_length,1,0.0,0.0,0.0
3390,1,subjectivity_score_nn,1,0.0,0.0,0.0
3390,1,gunning_fog,1,0.0,0.0,0.0
3390,1,sentiment_score_nn,1,0.0,0.0,0.0
3390,1,framing_effect,1,0.0,0.0,0.0
3390,1,information_overload,1,0.0,0.0,0.0
3390,1,oversimplification,1,0.0,0.0,0.0
3390,2,explanation_length,1,0.0,0.0,0.0
3390,2,subjectivity_score_nn,1,0.0,0.0,0.0
3390,2,gunning_fog,1,0.0,0.0,0.0
3390,2,sentiment_score_nn,1,0.0,0.0,0.0
3390,2,framing_effect,1,0.0,0.0,0.0
3390,2,information_overload,1,0.0,0.0,0.0
3390,2,oversimplification,1,0.0,0.0,0.0
3390,3,explanation_length,1,0.0,0.0,0.0
3390,3,subjectivity_score_nn,1,0.0,0.0,0.0
3390,3,gunning_fog,1,0.0,0.0,0.0
3390,3,sentiment_score_nn,1,0.0,0.0,0.0
3390,3,framing_effect,1,0.0,0.0,0.0
3390,3,information_overload,1,0.0,0.0,0.0
3390,3,oversimplification,1,0.0,0.0,0.0
3390,4,explanation_length,1,0.0,0.0,0.0
3390,4,subjectivity_score_nn,1,0.0,0.0,0.0
3390,4,gunning_fog,1,0.0,0.0,0.0
3390,4,sentiment_score_nn,1,0.0,0.0,0.0
3390,4,framing_effect,1,0.0,0.0,0.0
3390,4,information_overload,1,0.0,0.0,0.0
3390,4,oversimplification,1,0.0,0.0,0.0
3390,5,explanation_length,1,0.0,0.0,0.0
3390,5,subjectivity_score_nn,1,0.0,0.0,0.0
3390,5,gunning_fog,1,0.0,0.0,0.0
3390,5,sentiment_score_nn,1,0.0,0.0,0.0
3390,5,framing_effect,1,0.0,0.0,0.0
3390,5,information_overload,1,0.0,0.0,0.0
3390,5,oversimplification,1,0.0,0.0,0.0
3390,6,explanation_length,1,0.0,0.0,0.0
3390,6,subjectivity_score_nn,1,0.0,0.0,0.0
3390,6,gunning_fog,1,0.0,0.0,0.0
3390,6,sentiment_score_nn,1,0.0,0.0,0.0
3390,6,framing_effect,1,0.0,0.0,0.0
3390,6,information_overload,1,0.0,0.0,0.0
3390,6,oversimplification,1,0.0,0.0,0.0
3390,7,explanation_length,2,33.0,66.0,33.0
3390,7,subjectivity_score_nn,2,0.0,0.0,0.0
3390,7,gunning_fog,2,3.934999942779541,7.869999885559082,3.934999942779541
3390,7,sentiment_score_nn,2,0.0,0.0,0.0
3390,7,framing_effect,2,0.5,1.0,0.5
3390,7,information_overload,2,0.0,0.0,0.0
3390,7,oversimplification,2,0.5,1.0,0.5
