LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
gpt-3.5-turbo,medium,information_overload,10,31,heldout_refit_on_rule_activations,0.3140120519147481,0.5296103553585991,0.576926645596096,0.9894077086284027,0.9920893438808748
llama3.1:70b,hard,oversimplification,1,117,heldout_refit_on_rule_activations,0.09772449829484098,0.7388148020545984,0.30566939665458875,-0.022603338835759983,0.01228878648233487
llama3.1:70b,hard,oversimplification,3,117,heldout_refit_on_rule_activations,0.10394322457287408,0.7398629335290243,0.3098738143972018,-0.017072793083459468,0.014311270125223614
llama3.1:70b,hard,oversimplification,10,117,heldout_refit_on_rule_activations,0.12470351871479413,0.7257655830746078,0.2893139421023874,0.02602533357813122,0.03802281368821293
gpt-4o,medium,oversimplification,1,103,heldout_refit_on_rule_activations,0.18760940777559987,0.18718593740721043,0.3943460307038235,0.5011013440211215,0.4173669467787115
gpt-4o,medium,oversimplification,3,103,heldout_refit_on_rule_activations,0.19467380219734298,0.18557152385434378,0.3200756103582822,0.5011013440211215,0.4173669467787115
gpt-4o,medium,oversimplification,10,103,heldout_refit_on_rule_activations,0.2501288186499825,0.17612496858425017,0.2980864098389996,0.5011013440211215,0.4173669467787115
llama3.1,hard,subjectivity_score_nn,1,39,heldout_refit_on_rule_activations,0.7733126525854173,0.10247723980744343,0.7896442439734538,0.9959038585455848,0.9986582868441495
llama3.1,hard,subjectivity_score_nn,3,39,heldout_refit_on_rule_activations,0.7881116210565581,0.09508199303329071,0.770513284164944,0.9959038585455848,0.9986582868441495
llama3.1,hard,subjectivity_score_nn,10,39,heldout_refit_on_rule_activations,0.8174238929797202,0.08356073492387331,0.7260428554725137,0.9959038585455848,0.9986582868441495
gpt-4o-mini,hard,framing_effect,1,23,heldout_refit_on_rule_activations,0.6039559986301387,0.21825234750689476,0.8254421346462073,1.0,1.0
gpt-4o-mini,hard,framing_effect,3,23,heldout_refit_on_rule_activations,0.6335561812628847,0.20048312063681267,0.7883119978077389,1.0,1.0
gpt-4o-mini,hard,framing_effect,10,23,heldout_refit_on_rule_activations,0.7268195311945055,0.17749311284435376,0.8008338484759935,1.0,1.0
llama3.1,medium,oversimplification,1,82,heldout_refit_on_rule_activations,0.04844677049992285,0.2971666999702137,0.2302311864082765,-0.08480042507007073,0.0
llama3.1,medium,oversimplification,3,82,heldout_refit_on_rule_activations,0.09417003085724185,0.33299470527363667,0.31273734441543843,-0.05293682901415429,0.0
llama3.1,medium,oversimplification,10,82,heldout_refit_on_rule_activations,0.1736432562819118,0.35752433464156264,0.3980714290011438,0.01988253298519566,0.03938730853391685
gpt-4o,hard,framing_effect,1,50,heldout_refit_on_rule_activations,0.013563707623303278,0.7493253950105162,0.10905617538718976,0.07108339595124172,0.016935263589183285
gpt-4o,hard,framing_effect,3,50,heldout_refit_on_rule_activations,0.5803913763639885,0.3831715838048786,0.7711360282198336,0.5553004118470674,0.6019641825534373
gpt-4o,hard,framing_effect,10,50,heldout_refit_on_rule_activations,0.6709431624012173,0.354513540039117,0.7424770654144228,0.5553004118470674,0.6019641825534373
gpt-3.5-turbo,easy,oversimplification,1,55,heldout_refit_on_rule_activations,0.0005634083379082444,0.5555988993654963,0.04732889656336072,0.001708834345418499,0.01556420233463035
gpt-3.5-turbo,easy,oversimplification,3,55,heldout_refit_on_rule_activations,-0.002694951892628916,0.5559771271058053,0.04435702118952434,0.033448802204106884,0.02875399361022364
gpt-3.5-turbo,easy,oversimplification,10,55,heldout_refit_on_rule_activations,0.039171136393170825,0.525850763704513,0.19714803927706068,0.05787767230263767,0.05714285714285714
llama3.1:70b,easy,information_overload,1,80,heldout_refit_on_rule_activations,0.4217391680554442,0.10037092346566578,0.6917344542211018,0.8086181736488439,0.7967479674796748
llama3.1:70b,easy,information_overload,3,80,heldout_refit_on_rule_activations,0.7172909239325311,0.0653016036848572,0.8616373746011793,0.8086181736488439,0.7967479674796748
llama3.1:70b,easy,information_overload,10,80,heldout_refit_on_rule_activations,0.8068019638825097,0.04740211158210242,0.3509747614718568,0.8086181736488439,0.7967479674796748
gpt-4o,easy,oversimplification,1,87,heldout_refit_on_rule_activations,0.12921001853200675,0.26621347451028277,0.30288350804192077,0.8770648012679703,0.8719512195121951
gpt-4o,easy,oversimplification,3,87,heldout_refit_on_rule_activations,0.1495294479237771,0.2624276817487617,0.2505786258003874,0.8770648012679703,0.8719512195121951
gpt-4o,easy,oversimplification,10,87,heldout_refit_on_rule_activations,0.1913836276342732,0.2578047597978733,0.18523904196758728,0.8770648012679703,0.8719512195121951
llama3.1,hard,framing_effect,1,36,heldout_refit_on_rule_activations,0.1340687021601722,0.8262175003389486,0.3124894556759452,0.2862712781352738,0.20950888192267503
llama3.1,hard,framing_effect,3,36,heldout_refit_on_rule_activations,0.17414959358178683,0.8370480685757166,0.3404227397045888,0.2862712781352738,0.20950888192267503
llama3.1,hard,framing_effect,10,36,heldout_refit_on_rule_activations,0.40765851025421707,0.6949912926702742,0.5608759029854155,0.4386047731124293,0.3592938733125649
llama3.1,medium,information_overload,1,45,heldout_refit_on_rule_activations,0.0037630942114690313,0.8135916452956111,0.07098401231050569,0.16081893537336306,0.14012070322749934
llama3.1,medium,information_overload,3,45,heldout_refit_on_rule_activations,0.1970068137688562,0.6633233909319072,0.38307536783148655,0.48892408938401244,0.48239202657807306
llama3.1,medium,information_overload,10,45,heldout_refit_on_rule_activations,0.4155687410033818,0.5445110816409725,0.6053495735732357,0.619014279105847,0.648254093509568
gpt-4o-mini,hard,oversimplification,1,59,heldout_refit_on_rule_activations,0.05092133113883435,0.5875926377134081,0.20124268129052464,-0.006977287167307175,0.0
gpt-4o-mini,hard,oversimplification,3,59,heldout_refit_on_rule_activations,0.06928440051546858,0.5805524833839971,0.2438372028603563,-0.005752778133241093,0.0
gpt-4o-mini,hard,oversimplification,10,59,heldout_refit_on_rule_activations,0.37107830111552387,0.3850406926471282,0.5739718405476568,0.041283001413585235,0.014705882352941176
gpt-4o-mini,medium,explanation_length,1,60,heldout_refit_on_rule_activations,0.6074955920695391,31.64792427038326,0.06603683047262852,0.7665728942501231,0.7407407407407407
gpt-4o-mini,medium,explanation_length,3,60,heldout_refit_on_rule_activations,0.9044007563638391,29.608194286469598,0.08090768341744424,0.9072862975694118,0.9032258064516129
gpt-4o-mini,medium,explanation_length,10,60,heldout_refit_on_rule_activations,0.8817277777741716,29.884679239539484,0.09353051754101,1.0,1.0
gpt-3.5-turbo,hard,gunning_fog,1,56,heldout_refit_on_rule_activations,0.37251333943831233,3.1377231885575867,0.414558753618832,0.9689392448736162,0.9708029197080292
gpt-3.5-turbo,hard,gunning_fog,3,56,heldout_refit_on_rule_activations,0.37232541723757195,3.1366060146977435,0.4133477521405086,0.9689392448736162,0.9708029197080292
gpt-3.5-turbo,hard,gunning_fog,10,56,heldout_refit_on_rule_activations,0.42130477124783583,3.0021922504926324,0.4253769946282342,0.9689392448736162,0.9708029197080292
llama3.1,hard,explanation_length,1,34,heldout_refit_on_rule_activations,0.6181579702068192,104.50199307596435,0.31879164430922063,0.9005359764688097,0.8998849252013809
llama3.1,hard,explanation_length,3,34,heldout_refit_on_rule_activations,0.9369337206909994,77.15463902718218,0.35787150684145846,0.9005359764688097,0.8998849252013809
llama3.1,hard,explanation_length,10,34,heldout_refit_on_rule_activations,0.9523196957110192,55.64758355022228,0.7737830370148043,0.9005359764688097,0.8998849252013809
gpt-4o-mini,easy,information_overload,1,50,heldout_refit_on_rule_activations,0.3576475222864881,0.39659190896346364,0.45678717254629275,0.729992663712189,0.7173308619091752
